ISSN,PMID,DOI,Available on ScienceDirect,Available on PubMed Central,Available on LibGen
0962-1067,37222026,10.1111/jocn.16739,False,None,None
0962-1067,37221928,10.1111/jocn.16753,False,None,None
0962-1067,37219354,10.1111/jocn.16719,False,None,None
0962-1067,37219019,10.1111/jocn.16761,False,None,None
0962-1067,37212652,10.1111/jocn.16742,False,None,None
0962-1067,37210679,10.1111/jocn.16757,False,None,None
0962-1067,37204006,10.1111/jocn.16759,False,None,None
0962-1067,37202866,10.1111/jocn.16756,False,None,None
0962-1067,37194403,10.1111/jocn.16762,False,None,None
0962-1067,37194138,10.1111/jocn.16708,False,None,None
0962-1067,37190669,10.1111/jocn.16754,False,None,None
0962-1067,37186422,10.1111/jocn.16731,False,None,None
0962-1067,37186006,10.1111/jocn.16725,False,None,None
0962-1067,37179528,10.1111/jocn.16744,False,None,None
0962-1067,37173828,10.1111/jocn.16751,False,None,None
0962-1067,37170706,10.1111/jocn.16758,False,None,None
0962-1067,37166364,10.1111/jocn.16746,False,None,None
0962-1067,37166281,10.1111/jocn.16703,False,None,None
0962-1067,37161602,10.1111/jocn.16749,False,None,None
0962-1067,37161555,10.1111/jocn.16752,False,None,None
0962-1067,37157136,10.1111/jocn.16750,False,None,None
0962-1067,37154497,10.1111/jocn.16743,False,None,None
0962-1067,37149845,10.1111/jocn.16741,False,None,None
0962-1067,37149743,10.1111/jocn.16755,False,None,None
0962-1067,37149742,10.1111/jocn.16747,False,None,None
0962-1067,37149737,10.1111/jocn.16724,False,None,None
0962-1067,37149735,10.1111/jocn.16748,False,None,None
0962-1067,37140186,10.1111/jocn.16733,False,None,None
0962-1067,37132445,10.1111/jocn.16738,False,None,None
0962-1067,37132115,10.1111/jocn.16735,False,None,None
0962-1067,37127929,10.1111/jocn.16736,False,None,None
0962-1067,37118865,10.1111/jocn.16729,False,None,None
0962-1067,37118863,10.1111/jocn.16745,False,None,None
0962-1067,37097007,10.1111/jocn.16740,False,None,None
0962-1067,37095612,10.1111/jocn.16737,False,None,None
0962-1067,37095609,10.1111/jocn.16705,False,None,None
0962-1067,37087695,10.1111/jocn.16734,False,None,None
0962-1067,37083151,10.1111/jocn.16134,False,None,None
0962-1067,37082879,10.1111/jocn.16730,False,None,None
0962-1067,37082871,10.1111/jocn.16728,False,None,None
0962-1067,37082837,10.1111/jocn.16721,False,None,None
0962-1067,37078453,10.1111/jocn.16701,False,None,None
0962-1067,37078099,10.1111/jocn.16727,False,None,None
0962-1067,37073684,10.1111/jocn.16722,False,None,None
0962-1067,37073414,10.1111/jocn.16718,False,None,None
0962-1067,37073113,10.1111/jocn.16709,False,None,None
0962-1067,37067394,10.1111/jocn.16720,False,None,None
0962-1067,37067375,10.1111/jocn.16723,False,None,None
0962-1067,37062028,10.1111/jocn.16726,False,None,None
0962-1067,37062011,10.1111/jocn.16714,False,None,None
0962-1067,37060200,10.1111/jocn.16707,False,None,None
0962-1067,37041700,10.1111/jocn.16712,False,None,None
0962-1067,37038693,10.1111/jocn.16717,False,None,None
0962-1067,37035861,10.1111/jocn.16716,False,None,None
0962-1067,37032649,10.1111/jocn.16699,False,None,None
0962-1067,37032642,10.1111/jocn.16711,False,None,None
0962-1067,37029475,10.1111/jocn.16715,False,None,None
0962-1067,37024426,10.1111/jocn.16710,False,None,None
0962-1067,37016501,10.1111/jocn.16713,False,None,None
0962-1067,37004198,10.1111/jocn.16706,False,None,None
0962-1067,36994545,10.1111/jocn.16697,False,None,None
0962-1067,36975841,10.1111/jocn.16704,False,None,None
0962-1067,36971479,10.1111/jocn.16702,False,None,None
0962-1067,36970881,10.1111/jocn.16671,False,None,None
0962-1067,36967562,10.1111/jocn.16696,False,None,None
0962-1067,36967549,10.1111/jocn.16693,False,None,None
0962-1067,36949278,10.1111/jocn.16673,False,None,None
0962-1067,36946424,10.1111/jocn.16666,False,None,None
0962-1067,36945137,10.1111/jocn.16695,False,None,None
0962-1067,36945129,10.1111/jocn.16694,False,None,None
0962-1067,36945127,10.1111/jocn.16692,False,None,None
0962-1067,36945074,10.1111/jocn.16700,False,None,None
0962-1067,36932419,10.1111/jocn.16687,False,None,None
0962-1067,36932041,10.1111/jocn.16689,False,None,None
0962-1067,36929168,10.1111/jocn.16669,False,None,None
0962-1067,36924125,10.1111/jocn.16690,False,None,None
0962-1067,36924051,10.1111/jocn.16685,False,None,None
0962-1067,36922725,10.1111/jocn.16683,False,None,None
0962-1067,36922724,10.1111/jocn.16684,False,None,None
0962-1067,36919674,10.1111/jocn.16688,False,None,None
0962-1067,36916107,10.1111/jocn.16691,False,None,None
0962-1067,36915950,10.1111/jocn.16686,False,None,None
0962-1067,36915223,10.1111/jocn.16679,False,None,None
0962-1067,36912707,10.1111/jocn.16667,False,None,None
0962-1067,36899476,10.1111/jocn.16680,False,None,None
0962-1067,36895018,10.1111/jocn.16638,False,None,None
0962-1067,36894868,10.1111/jocn.16681,False,None,None
0962-1067,36894524,10.1111/jocn.16675,False,None,None
0962-1067,36894523,10.1111/jocn.16678,False,None,None
0962-1067,36880273,10.1111/jocn.16674,False,None,None
0962-1067,36880224,10.1111/jocn.16672,False,None,None
0962-1067,36880219,10.1111/jocn.16676,False,None,None
0962-1067,36880216,10.1111/jocn.16677,False,None,None
0962-1067,36876455,10.1111/jocn.16650,False,None,None
0962-1067,36871173,10.1111/jocn.16647,False,None,None
0962-1067,36869620,10.1111/jocn.16668,False,None,None
0962-1067,36869616,10.1111/jocn.16670,False,None,None
0962-1067,36864610,10.1111/jocn.16646,False,None,None
0962-1067,36855220,10.1111/jocn.16664,False,None,None
0962-1067,36850042,10.1111/jocn.16665,False,None,None
0962-1067,36841963,10.1111/jocn.16661,False,None,None
0962-1067,36841961,10.1111/jocn.16657,False,None,None
0962-1067,36841960,10.1111/jocn.16655,False,None,None
0962-1067,36823714,10.1111/jocn.16662,False,None,None
0962-1067,36823713,10.1111/jocn.16656,False,None,None
0962-1067,36823709,10.1111/jocn.16658,False,None,None
0962-1067,36823696,10.1111/jocn.16642,False,None,None
0962-1067,36823692,10.1111/jocn.16660,False,None,None
0962-1067,36810923,10.1111/jocn.16663,False,None,None
0962-1067,36810814,10.1111/jocn.16659,False,None,None
0962-1067,36808668,10.1111/jocn.16611,False,None,None
0962-1067,36808667,10.1111/jocn.16643,False,None,None
0962-1067,36807590,10.1111/jocn.16653,False,None,None
0962-1067,36802111,10.1111/jocn.16648,False,None,None
0962-1067,36802108,10.1111/jocn.16652,False,None,None
0962-1067,36802081,10.1111/jocn.16641,False,None,None
0962-1067,36797214,10.1111/jocn.16651,False,None,None
0962-1067,36792068,10.1111/jocn.16654,False,None,None
0962-1067,36788640,10.1111/jocn.16644,False,None,None
0962-1067,36775886,10.1111/jocn.16649,False,None,None
0962-1067,36774543,10.1111/jocn.16614,False,None,None
0962-1067,36760012,10.1111/jocn.16639,False,None,None
0962-1067,36751030,10.1111/jocn.16645,False,None,None
0962-1067,36746776,10.1111/jocn.16049,False,None,None
0962-1067,36740779,10.1111/jocn.16640,False,None,None
0962-1067,36740770,10.1111/jocn.16633,False,None,None
0962-1067,36740763,10.1111/jocn.16631,False,None,None
0962-1067,36737840,10.1111/jocn.16632,False,None,None
0962-1067,36734355,10.1111/jocn.16480,False,None,None
0962-1067,36732059,10.1111/jocn.16636,False,None,None
0962-1067,36724765,10.1111/jocn.16619,False,None,None
0962-1067,36717978,10.1111/jocn.16630,False,None,None
0962-1067,36717977,10.1111/jocn.16623,False,None,None
0962-1067,36710398,10.1111/jocn.16635,False,None,None
0962-1067,36710394,10.1111/jocn.16637,False,None,None
0962-1067,36710385,10.1111/jocn.16625,False,None,None
0962-1067,36710379,10.1111/jocn.16629,False,None,None
0962-1067,36707923,10.1111/jocn.16628,False,None,None
0962-1067,36707921,10.1111/jocn.16620,False,None,None
0962-1067,36703266,10.1111/jocn.16634,False,None,None
0962-1067,36691328,10.1111/jocn.16604,False,None,None
0962-1067,36681869,10.1111/jocn.16617,False,None,None
0962-1067,36680417,10.1111/jocn.16618,False,None,None
0962-1067,36658779,10.1111/jocn.16626,False,None,None
0962-1067,36658683,10.1111/jocn.16624,False,None,None
0962-1067,36653948,10.1111/jocn.16621,False,None,None
0962-1067,36653924,10.1111/jocn.16627,False,None,None
0962-1067,36653922,10.1111/jocn.16622,False,None,None
0962-1067,36639947,10.1111/jocn.16613,False,None,None
0962-1067,36635867,10.1111/jocn.16612,False,None,None
0962-1067,36635851,10.1111/jocn.16616,False,None,None
0962-1067,36604856,10.1111/jocn.16610,False,None,None
0962-1067,36604845,10.1111/jocn.16598,False,None,None
0962-1067,36599809,10.1111/jocn.16608,False,None,None
0962-1067,36597215,10.1111/jocn.16615,False,None,None
0962-1067,36578129,10.1111/jocn.16607,False,None,None
0962-1067,36566346,10.1111/jocn.16606,False,None,None
0962-1067,36564890,10.1111/jocn.16609,False,None,None
0962-1067,36550593,10.1111/jocn.16603,False,None,None
0962-1067,36539931,10.1111/jocn.16326,False,PMC9880629,None
0962-1067,36536514,10.1111/jocn.16602,False,PMC9877842,None
0962-1067,36529496,10.1111/jocn.16605,False,None,None
0962-1067,36528871,10.1111/jocn.16601,False,None,None
0962-1067,36514246,10.1111/jocn.16600,False,PMC10107652,None
0962-1067,36514211,10.1111/jocn.16599,False,None,None
0962-1067,36494871,10.1111/jocn.16476,False,None,None
0962-1067,36494199,10.1111/jocn.16582,False,None,None
0962-1067,36478620,10.1111/jocn.16593,False,None,None
0962-1067,36478598,10.1111/jocn.16594,False,None,None
0962-1067,36468371,10.1111/jocn.16060,False,None,None
0962-1067,36460485,10.1111/jocn.16597,False,None,None
0962-1067,36460483,10.1111/jocn.16596,False,None,None
0962-1067,36460481,10.1111/jocn.16584,False,None,None
0962-1067,36448208,10.1111/jocn.16587,False,None,None
0962-1067,36447340,10.1111/jocn.16569,False,None,None
0962-1067,36447338,10.1111/jocn.16595,False,None,None
0962-1067,36437490,10.1111/jocn.16592,False,None,None
0962-1067,36435976,10.1111/jocn.16588,False,None,None
0962-1067,36426658,10.1111/jocn.16471,False,None,None
0962-1067,36424709,10.1111/jocn.16590,False,None,None
0962-1067,36424691,10.1111/jocn.16589,False,None,None
0962-1067,36419234,10.1111/jocn.16586,False,None,None
0962-1067,36414397,10.1111/jocn.16591,False,None,None
0962-1067,36380463,10.1111/jocn.16580,False,None,None
0962-1067,36380461,10.1111/jocn.16585,False,None,None
0962-1067,36380458,10.1111/jocn.16583,False,None,None
0962-1067,36369989,10.1111/jocn.16575,False,None,None
0962-1067,36369607,10.1111/jocn.16581,False,None,None
0962-1067,36352533,10.1111/jocn.16579,False,PMC9878071,None
0962-1067,36345689,10.1111/jocn.16578,False,None,None
0962-1067,36345135,10.1111/jocn.16574,False,None,None
0962-1067,36345133,10.1111/jocn.16576,False,PMC9878136,None
0962-1067,36345120,10.1111/jocn.16577,False,None,None
0962-1067,36336832,10.1111/jocn.16568,False,None,None
0962-1067,36333860,10.1111/jocn.16573,False,None,None
0962-1067,36324244,10.1111/jocn.16570,False,None,None
0962-1067,36324243,10.1111/jocn.16571,False,None,None
0962-1067,36320127,10.1111/jocn.16572,False,None,None
0962-1067,36320123,10.1111/jocn.16563,False,None,None
0962-1067,36320122,10.1111/jocn.16530,False,None,None
0962-1067,36303332,10.1111/jocn.16565,False,None,None
0962-1067,36303328,10.1111/jocn.16550,False,None,None
0962-1067,36281203,10.1111/jocn.16561,False,None,None
0962-1067,36281077,10.1111/jocn.16567,False,None,None
0962-1067,36281076,10.1111/jocn.16566,False,None,None
0962-1067,36281074,10.1111/jocn.16564,False,None,None
0962-1067,36281073,10.1111/jocn.16555,False,None,None
0962-1067,36268660,10.1111/jocn.16559,False,None,None
0962-1067,36262024,10.1111/jocn.16562,False,None,None
0962-1067,36229899,10.1111/jocn.16557,False,None,None
0962-1067,36229896,10.1111/jocn.16506,False,None,None
0962-1067,36225146,10.1111/jocn.16553,False,None,None
0962-1067,36225135,10.1111/jocn.16558,False,None,None
0962-1067,36221311,10.1111/jocn.16520,False,None,None
0962-1067,36217241,10.1111/jocn.16556,False,None,None
0962-1067,36209357,10.1111/jocn.16551,False,None,None
0962-1067,36200286,10.1111/jocn.16554,False,PMC9875123,None
0962-1067,36200145,10.1111/jocn.16535,False,PMC9874912,None
0962-1067,36183198,10.1111/jocn.16549,False,None,None
0962-1067,36183197,10.1111/jocn.16552,False,None,None
0962-1067,36181313,10.1111/jocn.16536,False,PMC9538294,None
0962-1067,36168200,10.1111/jocn.16531,False,None,None
0962-1067,36168199,10.1111/jocn.16533,False,None,None
0962-1067,36164265,10.1111/jocn.16525,False,None,None
0962-1067,36153703,10.1111/jocn.16547,False,None,None
0962-1067,36153702,10.1111/jocn.16545,False,None,None
0962-1067,36153701,10.1111/jocn.16548,False,None,None
0962-1067,36153700,10.1111/jocn.16546,False,None,None
0962-1067,36146911,10.1111/jocn.16544,False,None,None
0962-1067,36128944,10.1111/jocn.16543,False,None,None
0962-1067,36128943,10.1111/jocn.16538,False,None,None
0962-1067,36128938,10.1111/jocn.16534,False,None,None
0962-1067,36123311,10.1111/jocn.16512,False,None,None
0962-1067,36123309,10.1111/jocn.16528,False,None,None
0962-1067,36123307,10.1111/jocn.16540,False,PMC9538583,None
0962-1067,36123303,10.1111/jocn.16542,False,None,None
0962-1067,36110034,10.1111/jocn.16518,False,None,None
0962-1067,36110029,10.1111/jocn.16516,False,None,None
0962-1067,36101935,10.1111/jocn.16495,False,None,None
0962-1067,36101491,10.1111/jocn.16502,False,None,None
0962-1067,36101490,10.1111/jocn.16532,False,None,None
0962-1067,36097436,10.1111/jocn.16527,False,None,None
0962-1067,36097417,10.1111/jocn.16522,False,None,None
0962-1067,36088570,10.1111/jocn.16519,False,None,None
0962-1067,36081333,10.1111/jocn.16529,False,None,None
0962-1067,36081322,10.1111/jocn.16524,False,None,None
0962-1067,36081318,10.1111/jocn.16509,False,None,None
0962-1067,36081313,10.1111/jocn.16515,False,None,None
0962-1067,36071659,10.1111/jocn.16499,False,None,None
0962-1067,36071646,10.1111/jocn.16523,False,None,None
0962-1067,36068712,10.1111/jocn.16517,False,None,None
0962-1067,36068710,10.1111/jocn.16526,False,None,None
0962-1067,36068706,10.1111/jocn.16514,False,None,None
0962-1067,36065140,10.1111/jocn.16521,False,None,None
0962-1067,36065139,10.1111/jocn.16513,False,None,None
0962-1067,36059140,10.1111/jocn.16511,False,PMC9984568,None
0962-1067,36055976,10.1111/jocn.16508,False,None,None
0962-1067,36047291,10.1111/jocn.16504,False,None,None
0962-1067,36039039,10.1111/jocn.16507,False,None,None
0962-1067,36039033,10.1111/jocn.16497,False,PMC10087347,None
0962-1067,36039032,10.1111/jocn.16510,False,None,None
0962-1067,36031773,10.1111/jocn.16459,False,None,None
0962-1067,36030397,10.1111/jocn.16500,False,None,None
0962-1067,36028954,10.1111/jocn.16496,False,None,None
0962-1067,36016506,10.1111/jocn.16498,False,None,None
0962-1067,36002981,10.1111/jocn.16493,False,None,None
0962-1067,36002978,10.1111/jocn.16466,False,None,None
0962-1067,35995762,10.1111/jocn.16503,False,None,None
0962-1067,35995761,10.1111/jocn.16494,False,None,None
0962-1067,35988041,10.1111/jocn.16489,False,None,None
0962-1067,35988040,10.1111/jocn.16490,False,None,None
0962-1067,35988036,10.1111/jocn.16488,False,None,None
0962-1067,35983638,10.1111/jocn.16501,False,None,None
0962-1067,35974684,10.1111/jocn.16492,False,None,None
0962-1067,35968776,10.1111/jocn.16491,False,None,None
0962-1067,35968774,10.1111/jocn.16479,False,None,None
0962-1067,35949178,10.1111/jocn.16487,False,None,None
0962-1067,35949177,10.1111/jocn.16482,False,None,None
0962-1067,35949166,10.1111/jocn.16486,False,PMC9538442,None
0962-1067,35945903,10.1111/jocn.16484,False,None,None
0962-1067,35941809,10.1111/jocn.16485,False,None,None
0962-1067,35941807,10.1111/jocn.16464,False,None,None
0962-1067,35934867,10.1111/jocn.16442,False,None,None
0962-1067,35933614,10.1111/jocn.16483,False,None,None
0962-1067,35932156,10.1111/jocn.16473,False,None,None
0962-1067,35922959,10.1111/jocn.16472,False,None,None
0962-1067,35922958,10.1111/jocn.16477,False,None,None
0962-1067,35918887,10.1111/jocn.16475,False,None,None
0962-1067,35915585,10.1111/jocn.16474,False,None,None
0962-1067,35908208,10.1111/jocn.16446,False,None,None
0962-1067,35908207,10.1111/jocn.16478,False,None,None
0962-1067,35898120,10.1111/jocn.16460,False,None,None
0962-1067,35894167,10.1111/jocn.16437,False,None,None
0962-1067,35880258,10.1111/jocn.16444,False,None,None
0962-1067,35880251,10.1111/jocn.16469,False,None,None
0962-1067,35872635,10.1111/jocn.16388,False,None,None
0962-1067,35871286,10.1111/jocn.16470,False,None,None
0962-1067,35871285,10.1111/jocn.16403,False,None,None
0962-1067,35871282,10.1111/jocn.16461,False,None,None
0962-1067,35869414,10.1111/jocn.16424,False,None,None
0962-1067,35864732,10.1111/jocn.16465,False,None,None
0962-1067,35864725,10.1111/jocn.16462,False,None,None
0962-1067,35864724,10.1111/jocn.16455,False,None,None
0962-1067,35864722,10.1111/jocn.16458,False,None,None
0962-1067,35854651,10.1111/jocn.16449,False,None,None
0962-1067,35851974,10.1111/jocn.16457,False,None,None
0962-1067,35851972,10.1111/jocn.16448,False,None,None
0962-1067,35851727,10.1111/jocn.16441,False,None,None
0962-1067,35844084,10.1111/jocn.16453,False,None,None
0962-1067,35844060,10.1111/jocn.16445,False,None,None
0962-1067,35821631,10.1111/jocn.16452,False,None,None
0962-1067,35818338,10.1111/jocn.16436,False,None,None
0962-1067,35818330,10.1111/jocn.16450,False,None,None
0962-1067,35818318,10.1111/jocn.16447,False,None,None
0962-1067,35818317,10.1111/jocn.16456,False,None,None
0962-1067,35811391,10.1111/jocn.16454,False,None,None
0962-1067,35799407,10.1111/jocn.16421,False,None,None
0962-1067,35799405,10.1111/jocn.16440,False,None,None
0962-1067,35799380,10.1111/jocn.16443,False,None,None
0962-1067,35799376,10.1111/jocn.16435,False,None,None
0962-1067,35791265,10.1111/jocn.16439,False,None,None
0962-1067,35791260,10.1111/jocn.16438,False,None,None
0962-1067,35780335,10.1111/jocn.16426,False,None,None
0962-1067,35778870,10.1111/jocn.16430,False,None,None
0962-1067,35778867,10.1111/jocn.16391,False,None,None
0962-1067,35775418,10.1111/jocn.16427,False,None,None
0962-1067,35773960,10.1111/jocn.16428,False,None,None
0962-1067,35773957,10.1111/jocn.16415,False,None,None
0962-1067,35773956,10.1111/jocn.16432,False,None,None
0962-1067,35768938,10.1111/jocn.16429,False,None,None
0962-1067,35768933,10.1111/jocn.16431,False,None,None
0962-1067,35765175,10.1111/jocn.16433,False,None,None
0962-1067,35765173,10.1111/jocn.16434,False,None,None
0962-1067,35765172,10.1111/jocn.16413,False,None,None
0962-1067,35762917,10.1111/jocn.16419,False,None,None
0962-1067,35761758,10.1111/jocn.16416,False,PMC10084440,None
0962-1067,35758338,10.1111/jocn.16420,False,None,None
0962-1067,35739640,10.1111/jocn.16410,False,None,None
0962-1067,35739639,10.1111/jocn.16425,False,None,None
0962-1067,35739638,10.1111/jocn.16422,False,None,None
0962-1067,35733326,10.1111/jocn.16417,False,None,None
0962-1067,35733323,10.1111/jocn.16423,False,None,None
0962-1067,35733321,10.1111/jocn.16418,False,None,None
0962-1067,35718889,10.1111/jocn.16406,False,None,None
0962-1067,35718886,10.1111/jocn.16381,False,None,None
0962-1067,35712789,10.1111/jocn.16408,False,None,None
0962-1067,35706419,10.1111/jocn.16411,False,PMC9972876,None
