ISSN,PMID
0260-6917,37481920
0260-6917,37480673
0260-6917,37480672
0260-6917,37478791
0260-6917,37478790
0260-6917,37467708
0260-6917,37467707
0260-6917,37459830
0260-6917,37459829
0260-6917,37454583
0260-6917,37454582
0260-6917,37453407
0260-6917,37451031
0260-6917,37437314
0260-6917,37393654
0260-6917,37393653
0260-6917,37393652
0260-6917,37393651
0260-6917,37392711
0260-6917,37390523
0260-6917,37390522
0260-6917,37390521
0260-6917,37390520
0260-6917,37385149
0260-6917,37385148
0260-6917,37364414
0260-6917,37356187
0260-6917,37356186
0260-6917,37356185
0260-6917,37354659
0260-6917,37352765
0260-6917,37352764
0260-6917,37348405
0260-6917,37339531
0260-6917,37336122
0260-6917,37331269
0260-6917,37302346
0260-6917,37300926
0260-6917,37271048
0260-6917,37267643
0260-6917,37262942
0260-6917,37257291
0260-6917,37257290
0260-6917,37253303
0260-6917,37247591
0260-6917,37244093
0260-6917,37236015
0260-6917,37230010
0260-6917,37216703
0260-6917,37210235
0260-6917,37201328
0260-6917,37196491
0260-6917,37187084
0260-6917,37182275
0260-6917,37172445
0260-6917,37167832
0260-6917,37167831
0260-6917,37167830
0260-6917,37156111
0260-6917,37126961
0260-6917,37121075
0260-6917,37121074
0260-6917,37121073
0260-6917,37119620
0260-6917,37105124
0260-6917,37099886
0260-6917,37086500
0260-6917,37086499
0260-6917,37086498
0260-6917,37080013
0260-6917,37080012
0260-6917,37062239
0260-6917,37062238
0260-6917,37060779
0260-6917,37060778
0260-6917,37060777
0260-6917,37060776
0260-6917,37058871
0260-6917,37030029
0260-6917,37028172
0260-6917,37011506
0260-6917,36996684
0260-6917,36989638
0260-6917,36989637
0260-6917,36989636
0260-6917,36965282
0260-6917,36963229
0260-6917,36947923
0260-6917,36934625
0260-6917,36934624
0260-6917,36933952
0260-6917,36933373
0260-6917,36933372
0260-6917,36931008
0260-6917,36924704
0260-6917,36921543
0260-6917,36921542
0260-6917,36921541
0260-6917,36921540
0260-6917,36906980
0260-6917,36905747
0260-6917,36893614
0260-6917,36889047
0260-6917,36889046
0260-6917,36881948
0260-6917,36870224
0260-6917,36863884
0260-6917,36863107
0260-6917,36857881
0260-6917,36848698
0260-6917,36841193
0260-6917,36827744
0260-6917,36821948
0260-6917,36821947
0260-6917,36806359
0260-6917,36791671
0260-6917,36774904
0260-6917,36764036
0260-6917,36753870
0260-6917,36753869
0260-6917,36746061
0260-6917,36739810
0260-6917,36738533
0260-6917,36736040
0260-6917,36731247
0260-6917,36731246
0260-6917,36724591
0260-6917,36724590
0260-6917,36709522
0260-6917,36709521
0260-6917,36706733
0260-6917,36706732
0260-6917,36706731
0260-6917,36706730
0260-6917,36669304
0260-6917,36669303
0260-6917,36657320
0260-6917,36657319
0260-6917,36652746
0260-6917,36652745
0260-6917,36640451
0260-6917,36638727
0260-6917,36634505
0260-6917,36634504
0260-6917,36599250
0260-6917,36586234
0260-6917,36577288
0260-6917,36577287
0260-6917,36577286
0260-6917,36566646
0260-6917,36565582
0260-6917,36563588
0260-6917,36563587
0260-6917,36549257
0260-6917,36549256
0260-6917,36549255
0260-6917,36542872
0260-6917,36542871
0260-6917,36542870
0260-6917,36535122
0260-6917,36527756
0260-6917,36527755
0260-6917,36527754
0260-6917,36516719
0260-6917,36516718
0260-6917,36516717
0260-6917,36512888
0260-6917,36502661
0260-6917,36502660
0260-6917,36495595
0260-6917,36481524
0260-6917,36481523
0260-6917,36473329
0260-6917,36470763
0260-6917,36470042
0260-6917,36470041
0260-6917,36470040
0260-6917,36470039
0260-6917,36463791
0260-6917,36463790
0260-6917,36463593
0260-6917,36463592
0260-6917,36462396
0260-6917,36462325
0260-6917,36462324
0260-6917,36459951
0260-6917,36459950
0260-6917,36455496
0260-6917,36436270
0260-6917,36436269
0260-6917,36436268
0260-6917,36436267
0260-6917,36436266
0260-6917,36436265
0260-6917,36435157
0260-6917,36435156
0260-6917,36435155
0260-6917,36435154
0260-6917,36427453
0260-6917,36427452
0260-6917,36423406
0260-6917,36413892
0260-6917,36410082
0260-6917,36410081
0260-6917,36403498
0260-6917,36403497
0260-6917,36403496
0260-6917,36399861
0260-6917,36395580
0260-6917,36375385
0260-6917,36375384
0260-6917,36370587
0260-6917,36368119
0260-6917,36368118
0260-6917,36347185
0260-6917,36343420
0260-6917,36343419
0260-6917,36343418
0260-6917,36334545
0260-6917,36334544
0260-6917,36334475
0260-6917,36327878
0260-6917,36327790
0260-6917,36327789
0260-6917,36327788
0260-6917,36327787
0260-6917,36308973
0260-6917,36306636
0260-6917,36306635
0260-6917,36306634
0260-6917,36283196
0260-6917,36279658
0260-6917,36272323
0260-6917,36270263
0260-6917,36270262
0260-6917,36265213
0260-6917,36265212
0260-6917,36265211
0260-6917,36265210
0260-6917,36265209
0260-6917,36257079
0260-6917,36257078
0260-6917,36252506
0260-6917,36244254
0260-6917,36244253
0260-6917,36244252
0260-6917,36242888
0260-6917,36228346
0260-6917,36228345
0260-6917,36228344
0260-6917,36215853
0260-6917,36209597
0260-6917,36209596
0260-6917,36209595
0260-6917,36208583
0260-6917,36206634
0260-6917,36206633
0260-6917,36206632
0260-6917,36206631
0260-6917,36198247
0260-6917,36194970
0260-6917,36191364
0260-6917,36183609
0260-6917,36182791
0260-6917,36182790
0260-6917,36182789
0260-6917,36179425
0260-6917,36179424
0260-6917,36179423
0260-6917,36174280
0260-6917,36174279
0260-6917,36174278
0260-6917,36162281
0260-6917,36155211
0260-6917,36155210
0260-6917,36155209
0260-6917,36155208
0260-6917,36155207
0260-6917,36152589
0260-6917,36152588
0260-6917,36150294
0260-6917,36150293
0260-6917,36150292
0260-6917,36122533
0260-6917,36116388
0260-6917,36116387
0260-6917,36116386
0260-6917,36116385
0260-6917,36115072
0260-6917,36115071
0260-6917,36115070
0260-6917,36088779
0260-6917,36084451
0260-6917,36084450
0260-6917,36084449
0260-6917,36084448
0260-6917,36081268
0260-6917,36058115
0260-6917,36058114
0260-6917,36057150
0260-6917,36057149
0260-6917,36057148
0260-6917,36057147
0260-6917,36057146
0260-6917,36054977
0260-6917,36054976
0260-6917,36041252
0260-6917,36030581
0260-6917,36030580
0260-6917,36027703
0260-6917,36007326
0260-6917,36007325
0260-6917,36007324
0260-6917,35987074
0260-6917,35987073
0260-6917,35964378
0260-6917,35961134
0260-6917,35952415
0260-6917,35939890
0260-6917,35933884
0260-6917,35750535
1474-5151,37503729
1474-5151,37490764
1474-5151,37490762
1474-5151,37479225
1474-5151,37474312
1474-5151,37453135
1474-5151,37439451
1474-5151,37403200
1474-5151,37403197
1474-5151,37367216
1474-5151,37337672
1474-5151,37337657
1474-5151,37306298
1474-5151,37294588
1474-5151,37261992
1474-5151,37253662
1474-5151,37249076
1474-5151,37249044
1474-5151,37249041
1474-5151,37226867
1474-5151,37224520
1474-5151,37201192
1474-5151,37200456
1474-5151,37194466
1474-5151,37172035
1474-5151,37172029
1474-5151,37163661
1474-5151,37160759
1474-5151,37157173
1474-5151,37154435
1474-5151,37130339
1474-5151,37130335
1474-5151,37094282
1474-5151,37067252
1474-5151,37067006
1474-5151,36989400
1474-5151,36883916
1474-5151,36882086
1474-5151,36827086
1474-5151,36808232
1474-5151,36802352
1474-5151,36802349
1474-5151,36797593
1474-5151,36790874
1474-5151,36752788
1474-5151,36752782
1474-5151,36749003
1474-5151,36748993
1474-5151,36748202
1474-5151,36748198
1474-5151,36718092
1474-5151,36705579
1474-5151,36702805
1474-5151,36695341
1474-5151,36692219
1474-5151,36656964
1474-5151,36656922
1474-5151,36644942
1474-5151,36638527
1474-5151,36637099
1474-5151,36633579
1474-5151,36632040
1474-5151,36630606
1474-5151,36617217
1474-5151,36617216
1474-5151,36611018
1474-5151,36595034
1474-5151,36594992
1474-5151,36594969
1474-5151,36594941
1474-5151,36510826
1474-5151,36509707
1474-5151,36468293
1474-5151,36453073
1474-5151,36453029
1474-5151,36449388
1474-5151,36443841
1474-5151,36413653
1474-5151,36394495
1474-5151,36383469
1474-5151,36351041
1474-5151,36351004
1474-5151,36346102
1474-5151,36316287
1474-5151,36289051
1474-5151,36269804
1474-5151,36257662
1474-5151,36256701
1474-5151,36219174
1474-5151,36218087
1474-5151,36201647
1474-5151,36190843
1474-5151,36173883
1474-5151,36172803
1474-5151,36149870
1474-5151,36149811
1474-5151,36131494
1474-5151,36125322
1474-5151,36125220
1474-5151,36124692
1474-5151,36099505
1474-5151,36073202
1474-5151,36062451
1474-5151,36059202
1474-5151,36031860
1474-5151,35997293
1474-5151,35989416
1474-5151,35986905
1474-5151,35983598
1474-5151,35974670
1474-5151,35950340
1474-5151,35943381
1474-5151,35938348
1474-5151,35932189
1474-5151,35917174
1474-5151,35901014
1474-5151,35895525
1474-5151,35881526
1474-5151,35881525
1474-5151,35881489
1474-5151,35869622
1474-5151,35849049
1474-5151,35816040
1474-5151,35816037
1474-5151,35816028
1474-5151,35801906
1474-5151,35766177
1474-5151,35766172
1474-5151,35737922
1474-5151,35727092
1474-5151,35714164
1474-5151,35714068
1474-5151,35714066
1474-5151,35714051
1474-5151,35714048
1474-5151,35709338
1474-5151,35709307
1474-5151,35709305
1474-5151,35672906
1474-5151,35672581
1474-5151,35672278
1474-5151,35672276
1474-5151,35670591
1474-5151,35670232
1474-5151,35670199
1474-5151,35670198
1474-5151,35670158
1474-5151,35670151
1474-5151,35670143
1474-5151,35574942
1474-5151,35553670
1474-5151,35543021
1474-5151,35534944
1474-5151,35404418
1474-5151,35404414
1474-5151,35404401
1474-5151,35292823
1474-5151,35290454
1474-5151,35285897
1474-5151,35259240
1474-5151,35234858
1474-5151,35213702
1474-5151,34486039
0749-2081,37516624
0749-2081,37507268
0749-2081,37507267
0749-2081,37500312
0749-2081,37495448
0749-2081,37481410
0749-2081,37455151
0749-2081,37419849
0749-2081,37419848
0749-2081,37400343
0749-2081,37391333
0749-2081,37385871
0749-2081,37380520
0749-2081,37353359
0749-2081,37336680
0749-2081,37331879
0749-2081,37271659
0749-2081,37246015
0749-2081,37217435
0749-2081,37210226
0749-2081,37188584
0749-2081,37183104
0749-2081,37183103
0749-2081,37179177
0749-2081,37179176
0749-2081,37179175
0749-2081,37173235
0749-2081,37173234
0749-2081,37164885
0749-2081,37149440
0749-2081,37149439
0749-2081,37149438
0749-2081,37147152
0749-2081,37147151
0749-2081,37142468
0749-2081,37137770
0749-2081,37137769
0749-2081,37137768
0749-2081,37127520
0749-2081,37100635
0749-2081,37085405
0749-2081,37085404
0749-2081,37069011
0749-2081,37061361
0749-2081,37055297
0749-2081,37055296
0749-2081,37045645
0749-2081,37045644
0749-2081,37037701
0749-2081,37024322
0749-2081,37012164
0749-2081,36966061
0749-2081,36935333
0749-2081,36933993
0749-2081,36925317
0749-2081,36898936
0749-2081,36894449
0749-2081,36894448
0749-2081,36882334
0749-2081,36868925
0749-2081,36849310
0749-2081,36841679
0749-2081,36813627
0749-2081,36759297
0749-2081,36621414
0749-2081,36509609
0749-2081,36494260
0749-2081,36443126
0749-2081,36435657
0749-2081,36428190
0749-2081,36424249
0749-2081,36424248
0749-2081,36414522
0749-2081,36414521
0749-2081,36411125
0749-2081,36411124
0749-2081,36411123
0749-2081,36379818
0749-2081,36379817
0749-2081,36379816
0749-2081,36280540
0749-2081,36270864
0749-2081,36253304
0749-2081,36244886
0749-2081,36244885
0749-2081,36156261
0749-2081,35902337
0749-2081,35879186
0749-2081,35871026
1471-5953,37523997
1471-5953,37517231
1471-5953,37517230
1471-5953,37506426
1471-5953,37499536
1471-5953,37499535
1471-5953,37499534
1471-5953,37480736
1471-5953,37478586
1471-5953,37468382
1471-5953,37467601
1471-5953,37467600
1471-5953,37454478
1471-5953,37453370
1471-5953,37453369
1471-5953,37453368
1471-5953,37451168
1471-5953,37451167
1471-5953,37451166
1471-5953,37441919
1471-5953,37441918
1471-5953,37441917
1471-5953,37441916
1471-5953,37437514
1471-5953,37437513
1471-5953,37433234
1471-5953,37429221
1471-5953,37429220
1471-5953,37429219
1471-5953,37422340
1471-5953,37413741
1471-5953,37413740
1471-5953,37393687
1471-5953,37385208
1471-5953,37379698
1471-5953,37379697
1471-5953,37379696
1471-5953,37356335
1471-5953,37354693
1471-5953,37331029
1471-5953,37331028
1471-5953,37329827
1471-5953,37328308
1471-5953,37321889
1471-5953,37311292
1471-5953,37302353
1471-5953,37276776
1471-5953,37262984
1471-5953,37253288
1471-5953,37247565
1471-5953,37245347
1471-5953,37216793
1471-5953,37211006
1471-5953,37207376
1471-5953,37201266
1471-5953,37201265
1471-5953,37201264
1471-5953,37178479
1471-5953,37167800
1471-5953,37167799
1471-5953,37148845
1471-5953,37148844
1471-5953,37146479
1471-5953,37146478
1471-5953,37130505
1471-5953,37121027
1471-5953,37121026
1471-5953,37119757
1471-5953,37104926
1471-5953,37100027
1471-5953,37100026
1471-5953,37094453
1471-5953,37094434
1471-5953,37087949
1471-5953,37062123
1471-5953,37060735
1471-5953,37060734
1471-5953,37060733
1471-5953,37060732
1471-5953,37058995
1471-5953,37054488
1471-5953,37028224
1471-5953,37023523
1471-5953,37018998
1471-5953,37018997
1471-5953,37004470
1471-5953,37002995
1471-5953,37002994
1471-5953,37002993
1471-5953,37002992
1471-5953,37002991
1471-5953,37001238
1471-5953,37001237
1471-5953,36996556
1471-5953,36996555
1471-5953,36996554
1471-5953,36996553
1471-5953,36996552
1471-5953,36996551
1471-5953,36989698
1471-5953,36966670
1471-5953,36948127
1471-5953,36940561
1471-5953,36924666
1471-5953,36924665
1471-5953,36924664
1471-5953,36921409
1471-5953,36921408
1471-5953,36906948
1471-5953,36906947
1471-5953,36898252
1471-5953,36889169
1471-5953,36889168
1471-5953,36889167
1471-5953,36889166
1471-5953,36889165
1471-5953,36871388
1471-5953,36871387
1471-5953,36870226
1471-5953,36868161
1471-5953,36868160
1471-5953,36868159
1471-5953,36842294
1471-5953,36822015
1471-5953,36806349
1471-5953,36796236
1471-5953,36774702
1471-5953,36758445
1471-5953,36758264
1471-5953,36754768
1471-5953,36753778
1471-5953,36753777
1471-5953,36739736
1471-5953,36738528
1471-5953,36738527
1471-5953,36738526
1471-5953,36736180
1471-5953,36736179
1471-5953,36731259
1471-5953,36731258
1471-5953,36709660
1471-5953,36709659
1471-5953,36708639
1471-5953,36708638
1471-5953,36682321
1471-5953,36680927
1471-5953,36669296
1471-5953,36669295
1471-5953,36657318
1471-5953,36642012
1471-5953,36628886
1471-5953,36610859
1471-5953,36580700
1471-5953,36577259
1471-5953,36563599
1471-5953,36563598
1471-5953,36549229
1471-5953,36542935
1471-5953,36516640
1471-5953,36495616
1471-5953,36481498
1471-5953,36481497
1471-5953,36481496
1471-5953,36463734
1471-5953,36463733
1471-5953,36462276
1471-5953,36462275
1471-5953,36462274
1471-5953,36462273
1471-5953,36459875
1471-5953,36446209
1471-5953,36442392
1471-5953,36442391
1471-5953,36434922
1471-5953,36434921
1471-5953,36423422
1471-5953,36410133
1471-5953,36401995
1471-5953,36401994
1471-5953,36395706
1471-5953,36375443
1471-5953,36375442
1471-5953,36375441
1471-5953,36371878
1471-5953,36368291
1471-5953,36356324
1471-5953,36356323
1471-5953,36356322
1471-5953,36356321
1471-5953,36347138
1471-5953,36347137
1471-5953,36343526
1471-5953,36335881
1471-5953,36334523
1471-5953,36334522
1471-5953,36334521
1471-5953,36332490
1471-5953,36327597
1471-5953,36327596
1471-5953,36327595
1471-5953,36327594
1471-5953,36327593
1471-5953,36327592
1471-5953,36327591
1471-5953,36327590
1471-5953,36306649
1471-5953,36272364
1471-5953,36270052
1471-5953,36265433
1471-5953,36265432
1471-5953,36265431
1471-5953,36244315
0020-8132,37486866
0020-8132,37467162
0020-8132,37466051
0020-8132,37463664
0020-8132,37449528
0020-8132,37401926
0020-8132,37401925
0020-8132,37401513
0020-8132,37392463
0020-8132,37335580
0020-8132,37302103
0020-8132,37300543
0020-8132,37216667
0020-8132,37216665
0020-8132,37216655
0020-8132,37162195
0020-8132,37134261
0020-8132,37079658
0020-8132,37071893
0020-8132,37060544
0020-8132,37029778
0020-8132,37000679
0020-8132,37000673
0020-8132,37000668
0020-8132,36974885
0020-8132,36970943
0020-8132,36897498
0020-8132,36877641
0020-8132,36867657
0020-8132,36735939
0020-8132,36719263
0020-8132,36708510
0020-8132,36696268
0020-8132,36696254
0020-8132,36657108
0020-8132,36649537
0020-8132,36646079
0020-8132,36639928
0020-8132,36634255
0020-8132,36597558
0020-8132,36583960
0020-8132,36580398
0020-8132,36580395
0020-8132,36580381
0020-8132,36580069
0020-8132,36571833
0020-8132,36548195
0020-8132,36528895
0020-8132,36528889
0020-8132,36515574
0020-8132,36418147
0020-8132,36409288
0020-8132,36274192
0020-8132,36271824
0020-8132,36257630
0020-8132,36205604
0020-8132,36200981
0020-8132,36190769
0020-8132,36018881
0020-8132,35976744
0020-8132,35962469
0020-8132,35947610
0020-8132,35947607
0020-8132,35947586
0020-8132,35895978
0020-8132,35879822
0020-8132,35852179
0020-8132,35838326
0020-8132,35817044
0020-8132,35775835
0020-8132,35768893
0020-8132,35763841
0020-8132,35689833
0020-8132,35667002
0020-8132,35654047
0020-8132,35639607
0020-8132,35639606
0020-8132,35639566
0020-8132,35635838
0020-8132,35481597
0020-8132,35460265
0020-8132,35413132
0020-8132,35397177
0020-8132,35305265
0020-8132,35167710
0020-8132,35152436
0020-8132,35113456
0020-8132,35107837
0020-8132,35107171
0020-8132,35088426
0020-8132,35060121
0965-206X,37495442
0965-206X,37487917
0965-206X,37482507
0965-206X,37451973
0965-206X,37442720
0965-206X,37423836
0965-206X,37414709
0965-206X,37414708
0965-206X,37414707
0965-206X,37407387
0965-206X,37385873
0965-206X,37369610
0965-206X,37365119
0965-206X,37349230
0965-206X,37349229
0965-206X,37268490
0965-206X,37263818
0965-206X,37263817
0965-206X,37258335
0965-206X,37258334
0965-206X,37246018
0965-206X,37198049
0965-206X,37164904
0965-206X,37150650
0965-206X,37149433
0965-206X,37147205
0965-206X,37130768
0965-206X,37127485
0965-206X,37127484
0965-206X,37117126
0965-206X,37055299
0965-206X,37037689
0965-206X,37032305
0965-206X,37032304
0965-206X,37031036
0965-206X,37012120
0965-206X,36997467
0965-206X,36990897
0965-206X,36894461
0965-206X,36878737
0965-206X,36841714
0965-206X,36813598
0965-206X,36803882
0965-206X,36803881
0965-206X,36801121
0965-206X,36797173
0965-206X,36792441
0965-206X,36732157
0965-206X,36725463
0965-206X,36717288
0965-206X,36709099
0965-206X,36681617
0965-206X,36658004
0965-206X,36658003
0965-206X,36642670
0965-206X,36641346
0965-206X,36639257
0965-206X,36599729
0965-206X,36586765
0965-206X,36577638
0965-206X,36564255
0965-206X,36543636
0965-206X,36535811
0965-206X,36529583
0965-206X,36513539
0965-206X,36470779
0965-206X,36464578
0965-206X,36462962
0965-206X,36376189
0965-206X,36371244
0965-206X,36369143
0965-206X,36351868
0965-206X,36344337
0965-206X,36289040
0965-206X,36272951
0965-206X,36253308
0965-206X,36195529
0965-206X,36195528
0965-206X,36192303
0965-206X,36192302
0965-206X,36184465
0965-206X,36180377
0965-206X,36175255
0965-206X,36153203
0965-206X,36127215
0965-206X,36115793
0965-206X,36109261
0965-206X,36096956
0965-206X,36085122
0965-206X,36068126
0965-206X,36064697
0965-206X,36041891
0965-206X,36028386
0965-206X,36028385
