ISSN,PMID,DOI
0962-1067,36658779,10.1111/jocn.16626
0962-1067,36658683,10.1111/jocn.16624
0962-1067,36653948,10.1111/jocn.16621
0962-1067,36653924,10.1111/jocn.16627
0962-1067,36653922,10.1111/jocn.16622
0962-1067,36639947,10.1111/jocn.16613
0962-1067,36635867,10.1111/jocn.16612
0962-1067,36635851,10.1111/jocn.16616
0962-1067,36604856,10.1111/jocn.16610
0962-1067,36604845,10.1111/jocn.16598
0962-1067,36599809,10.1111/jocn.16608
0962-1067,36597215,10.1111/jocn.16615
0962-1067,36578129,10.1111/jocn.16607
0962-1067,36566346,10.1111/jocn.16606
0962-1067,36564890,10.1111/jocn.16609
0962-1067,36550593,10.1111/jocn.16603
0962-1067,36539931,10.1111/jocn.16326
0962-1067,36536514,10.1111/jocn.16602
0962-1067,36529496,10.1111/jocn.16605
0962-1067,36528871,10.1111/jocn.16601
0962-1067,36514246,10.1111/jocn.16600
0962-1067,36514211,10.1111/jocn.16599
0962-1067,36494871,10.1111/jocn.16476
0962-1067,36494199,10.1111/jocn.16582
0962-1067,36478620,10.1111/jocn.16593
0962-1067,36478598,10.1111/jocn.16594
0962-1067,36468371,10.1111/jocn.16060
0962-1067,36460485,10.1111/jocn.16597
0962-1067,36460483,10.1111/jocn.16596
0962-1067,36460481,10.1111/jocn.16584
0962-1067,36448208,10.1111/jocn.16587
0962-1067,36447340,10.1111/jocn.16569
0962-1067,36447338,10.1111/jocn.16595
0962-1067,36437490,10.1111/jocn.16592
0962-1067,36435976,10.1111/jocn.16588
0962-1067,36426658,10.1111/jocn.16471
0962-1067,36424709,10.1111/jocn.16590
0962-1067,36424691,10.1111/jocn.16589
0962-1067,36419234,10.1111/jocn.16586
0962-1067,36414397,10.1111/jocn.16591
0962-1067,36380463,10.1111/jocn.16580
0962-1067,36380461,10.1111/jocn.16585
0962-1067,36380458,10.1111/jocn.16583
0962-1067,36369989,10.1111/jocn.16575
0962-1067,36369607,10.1111/jocn.16581
0962-1067,36352533,10.1111/jocn.16579
0962-1067,36345689,10.1111/jocn.16578
0962-1067,36345135,10.1111/jocn.16574
0962-1067,36345133,10.1111/jocn.16576
0962-1067,36345120,10.1111/jocn.16577
0962-1067,36336832,10.1111/jocn.16568
0962-1067,36333860,10.1111/jocn.16573
0962-1067,36324244,10.1111/jocn.16570
0962-1067,36324243,10.1111/jocn.16571
0962-1067,36320127,10.1111/jocn.16572
0962-1067,36320123,10.1111/jocn.16563
0962-1067,36320122,10.1111/jocn.16530
0962-1067,36303332,10.1111/jocn.16565
0962-1067,36303328,10.1111/jocn.16550
0962-1067,36281203,10.1111/jocn.16561
0962-1067,36281077,10.1111/jocn.16567
0962-1067,36281076,10.1111/jocn.16566
0962-1067,36281074,10.1111/jocn.16564
0962-1067,36281073,10.1111/jocn.16555
0962-1067,36268660,10.1111/jocn.16559
0962-1067,36262024,10.1111/jocn.16562
0962-1067,36229899,10.1111/jocn.16557
0962-1067,36229896,10.1111/jocn.16506
0962-1067,36225146,10.1111/jocn.16553
0962-1067,36225135,10.1111/jocn.16558
0962-1067,36221311,10.1111/jocn.16520
0962-1067,36217241,10.1111/jocn.16556
0962-1067,36209357,10.1111/jocn.16551
0962-1067,36200286,10.1111/jocn.16554
0962-1067,36200145,10.1111/jocn.16535
0962-1067,36183198,10.1111/jocn.16549
0962-1067,36183197,10.1111/jocn.16552
0962-1067,36181313,10.1111/jocn.16536
0962-1067,36168200,10.1111/jocn.16531
0962-1067,36168199,10.1111/jocn.16533
0962-1067,36164265,10.1111/jocn.16525
0962-1067,36153703,10.1111/jocn.16547
0962-1067,36153702,10.1111/jocn.16545
0962-1067,36153701,10.1111/jocn.16548
0962-1067,36153700,10.1111/jocn.16546
0962-1067,36146911,10.1111/jocn.16544
0962-1067,36128944,10.1111/jocn.16543
0962-1067,36128943,10.1111/jocn.16538
0962-1067,36128938,10.1111/jocn.16534
0962-1067,36123311,10.1111/jocn.16512
0962-1067,36123309,10.1111/jocn.16528
0962-1067,36123307,10.1111/jocn.16540
0962-1067,36123303,10.1111/jocn.16542
0962-1067,36110034,10.1111/jocn.16518
0962-1067,36110029,10.1111/jocn.16516
0962-1067,36101935,10.1111/jocn.16495
0962-1067,36101491,10.1111/jocn.16502
0962-1067,36101490,10.1111/jocn.16532
0962-1067,36097436,10.1111/jocn.16527
0962-1067,36097417,10.1111/jocn.16522
0962-1067,36088570,10.1111/jocn.16519
0962-1067,36081333,10.1111/jocn.16529
0962-1067,36081322,10.1111/jocn.16524
0962-1067,36081318,10.1111/jocn.16509
0962-1067,36081313,10.1111/jocn.16515
0962-1067,36071659,10.1111/jocn.16499
0962-1067,36071646,10.1111/jocn.16523
0962-1067,36068712,10.1111/jocn.16517
0962-1067,36068710,10.1111/jocn.16526
0962-1067,36068706,10.1111/jocn.16514
0962-1067,36065140,10.1111/jocn.16521
0962-1067,36065139,10.1111/jocn.16513
0962-1067,36059140,10.1111/jocn.16511
0962-1067,36055976,10.1111/jocn.16508
0962-1067,36047291,10.1111/jocn.16504
0962-1067,36039039,10.1111/jocn.16507
0962-1067,36039033,10.1111/jocn.16497
0962-1067,36039032,10.1111/jocn.16510
0962-1067,36031773,10.1111/jocn.16459
0962-1067,36030397,10.1111/jocn.16500
0962-1067,36028954,10.1111/jocn.16496
0962-1067,36016506,10.1111/jocn.16498
0962-1067,36002981,10.1111/jocn.16493
0962-1067,36002978,10.1111/jocn.16466
0962-1067,35995762,10.1111/jocn.16503
0962-1067,35995761,10.1111/jocn.16494
0962-1067,35988041,10.1111/jocn.16489
0962-1067,35988040,10.1111/jocn.16490
0962-1067,35988036,10.1111/jocn.16488
0962-1067,35983638,10.1111/jocn.16501
0962-1067,35974684,10.1111/jocn.16492
0962-1067,35968776,10.1111/jocn.16491
0962-1067,35968774,10.1111/jocn.16479
0962-1067,35949178,10.1111/jocn.16487
0962-1067,35949177,10.1111/jocn.16482
0962-1067,35949166,10.1111/jocn.16486
0962-1067,35945903,10.1111/jocn.16484
0962-1067,35941809,10.1111/jocn.16485
0962-1067,35941807,10.1111/jocn.16464
0962-1067,35934867,10.1111/jocn.16442
0962-1067,35933614,10.1111/jocn.16483
0962-1067,35932156,10.1111/jocn.16473
0962-1067,35922959,10.1111/jocn.16472
0962-1067,35922958,10.1111/jocn.16477
0962-1067,35918887,10.1111/jocn.16475
0962-1067,35915585,10.1111/jocn.16474
0962-1067,35908208,10.1111/jocn.16446
0962-1067,35908207,10.1111/jocn.16478
0962-1067,35898120,10.1111/jocn.16460
0962-1067,35894167,10.1111/jocn.16437
0962-1067,35880258,10.1111/jocn.16444
0962-1067,35880251,10.1111/jocn.16469
0962-1067,35872635,10.1111/jocn.16388
0962-1067,35871286,10.1111/jocn.16470
0962-1067,35871285,10.1111/jocn.16403
0962-1067,35871282,10.1111/jocn.16461
0962-1067,35869414,10.1111/jocn.16424
0962-1067,35864732,10.1111/jocn.16465
0962-1067,35864725,10.1111/jocn.16462
0962-1067,35864724,10.1111/jocn.16455
0962-1067,35864722,10.1111/jocn.16458
0962-1067,35854651,10.1111/jocn.16449
0962-1067,35851974,10.1111/jocn.16457
0962-1067,35851972,10.1111/jocn.16448
0962-1067,35851727,10.1111/jocn.16441
0962-1067,35844084,10.1111/jocn.16453
0962-1067,35844060,10.1111/jocn.16445
0962-1067,35821631,10.1111/jocn.16452
0962-1067,35818338,10.1111/jocn.16436
0962-1067,35818330,10.1111/jocn.16450
0962-1067,35818318,10.1111/jocn.16447
0962-1067,35818317,10.1111/jocn.16456
0962-1067,35811391,10.1111/jocn.16454
0962-1067,35799407,10.1111/jocn.16421
0962-1067,35799405,10.1111/jocn.16440
0962-1067,35799380,10.1111/jocn.16443
0962-1067,35799376,10.1111/jocn.16435
0962-1067,35791265,10.1111/jocn.16439
0962-1067,35791260,10.1111/jocn.16438
0962-1067,35780335,10.1111/jocn.16426
0962-1067,35778870,10.1111/jocn.16430
0962-1067,35778867,10.1111/jocn.16391
0962-1067,35775418,10.1111/jocn.16427
0962-1067,35773960,10.1111/jocn.16428
0962-1067,35773957,10.1111/jocn.16415
0962-1067,35773956,10.1111/jocn.16432
0962-1067,35768938,10.1111/jocn.16429
0962-1067,35768933,10.1111/jocn.16431
0962-1067,35765175,10.1111/jocn.16433
0962-1067,35765173,10.1111/jocn.16434
0962-1067,35765172,10.1111/jocn.16413
0962-1067,35762917,10.1111/jocn.16419
0962-1067,35761758,10.1111/jocn.16416
0962-1067,35758338,10.1111/jocn.16420
0962-1067,35739640,10.1111/jocn.16410
0962-1067,35739639,10.1111/jocn.16425
0962-1067,35739638,10.1111/jocn.16422
0962-1067,35733326,10.1111/jocn.16417
0962-1067,35733323,10.1111/jocn.16423
0962-1067,35733321,10.1111/jocn.16418
0962-1067,35718889,10.1111/jocn.16406
0962-1067,35718886,10.1111/jocn.16381
0962-1067,35712789,10.1111/jocn.16408
0962-1067,35706419,10.1111/jocn.16411
0962-1067,35703679,10.1111/jocn.16344
0962-1067,35702001,10.1111/jocn.16412
0962-1067,35697972,10.1111/jocn.16399
0962-1067,35692079,10.1111/jocn.16400
0962-1067,35692077,10.1111/jocn.16397
0962-1067,35689372,10.1111/jocn.16407
0962-1067,35689371,10.1111/jocn.16409
0962-1067,35689368,10.1111/jocn.16380
0962-1067,35679129,10.1111/jocn.16402
0962-1067,35676778,10.1111/jocn.16404
0962-1067,35676776,10.1111/jocn.16393
0962-1067,35676775,10.1111/jocn.16398
0962-1067,35672942,10.1111/jocn.16394
0962-1067,35672936,10.1111/jocn.16396
0962-1067,35668634,10.1111/jocn.16385
0962-1067,35668626,10.1111/jocn.16401
0962-1067,35665973,10.1111/jocn.16337
0962-1067,35665552,10.1111/jocn.16377
0962-1067,35662292,10.1111/jocn.16395
0962-1067,35655377,10.1111/jocn.16390
0962-1067,35655376,10.1111/jocn.16378
0962-1067,35655375,10.1111/jocn.16379
0962-1067,35655374,10.1111/jocn.16384
0962-1067,35650678,10.1111/jocn.16386
0962-1067,35644037,10.1111/jocn.16387
0962-1067,35642091,10.1111/jocn.16389
0962-1067,35642084,10.1111/jocn.16382
0962-1067,35639976,10.1111/jocn.16197
0962-1067,35639958,10.1111/jocn.16203
0962-1067,35599343,10.1111/jocn.16376
0962-1067,35596277,10.1111/jocn.16371
0962-1067,35596276,10.1111/jocn.16368
0962-1067,35596267,10.1111/jocn.16369
0962-1067,35590440,10.1111/jocn.16370
0962-1067,35583605,10.1111/jocn.16372
0962-1067,35581712,10.1111/jocn.16374
0962-1067,35581711,10.1111/jocn.16367
0962-1067,35579183,10.1111/jocn.16347
0962-1067,35570380,10.1111/jocn.16348
0962-1067,35570376,10.1111/jocn.16373
0962-1067,35560853,10.1111/jocn.16349
0962-1067,35560844,10.1111/jocn.16221
0962-1067,35545822,10.1111/jocn.16354
0962-1067,35538627,10.1111/jocn.16351
0962-1067,35534992,10.1111/jocn.16346
0962-1067,35527356,10.1111/jocn.16350
0962-1067,35526092,10.1111/jocn.16343
0962-1067,35514083,10.1111/jocn.16342
0962-1067,35501970,10.1111/jocn.16338
0962-1067,35488381,10.1111/jocn.16340
0962-1067,35485973,10.1111/jocn.16310
0962-1067,35484835,10.1111/jocn.16336
0962-1067,35478466,10.1111/jocn.16341
0962-1067,35475307,10.1111/jocn.16330
0962-1067,35470506,10.1111/jocn.16339
0962-1067,35460132,10.1111/jocn.16334
0962-1067,35460127,10.1111/jocn.16328
0962-1067,35460126,10.1111/jocn.16333
0962-1067,35451137,10.1111/jocn.16317
0962-1067,35451093,10.1111/jocn.16322
0962-1067,35451073,10.1111/jocn.16302
0962-1067,35441389,10.1111/jocn.16064
0962-1067,35441382,10.1111/jocn.16329
0962-1067,35437838,10.1111/jocn.16332
0962-1067,35437821,10.1111/jocn.16335
0962-1067,35434874,10.1111/jocn.16325
0962-1067,35434871,10.1111/jocn.16327
0962-1067,35429079,10.1111/jocn.16324
0962-1067,35429057,10.1111/jocn.16331
0962-1067,35426197,10.1111/jocn.16321
0962-1067,35415864,10.1111/jocn.16323
0962-1067,35411654,10.1111/jocn.16306
0962-1067,35403322,10.1111/jocn.16247
0962-1067,35403320,10.1111/jocn.16281
0962-1067,35396796,10.1111/jocn.16313
0962-1067,35396757,10.1111/jocn.16320
0962-1067,35388557,10.1111/jocn.16315
0962-1067,35383409,10.1111/jocn.16318
0962-1067,35373401,10.1111/jocn.16312
0962-1067,35362192,10.1111/jocn.16303
0962-1067,35352432,10.1111/jocn.16308
0962-1067,35352417,10.1111/jocn.16291
0962-1067,35352416,10.1111/jocn.16309
0962-1067,35347773,10.1111/jocn.16307
0962-1067,35343020,10.1111/jocn.16298
0962-1067,35343019,10.1111/jocn.16296
0962-1067,35343004,10.1111/jocn.16305
0962-1067,35343003,10.1111/jocn.16304
0962-1067,35338540,10.1111/jocn.16233
0962-1067,35332605,10.1111/jocn.16301
0962-1067,35332600,10.1111/jocn.16299
0962-1067,35332593,10.1111/jocn.16268
0962-1067,35332592,10.1111/jocn.16292
0962-1067,35332590,10.1111/jocn.16293
0962-1067,35322497,10.1111/jocn.16286
0962-1067,35322493,10.1111/jocn.16295
0962-1067,35312126,10.1111/jocn.16294
0962-1067,35307879,10.1111/jocn.16300
0962-1067,35304786,10.1111/jocn.16297
0962-1067,35304785,10.1111/jocn.16288
0962-1067,35301775,10.1111/jocn.16289
0962-1067,35293058,10.1111/jocn.16287
0962-1067,35289018,10.1111/jocn.16280
0962-1067,35289011,10.1111/jocn.16283
0962-1067,35289008,10.1111/jocn.16279
0962-1067,35285563,10.1111/jocn.16261
0962-1067,35285557,10.1111/jocn.16285
0962-1067,35285125,10.1111/jocn.16290
0962-1067,35285111,10.1111/jocn.16284
0962-1067,35285109,10.1111/jocn.16272
0962-1067,35277902,10.1111/jocn.16274
0962-1067,35266217,10.1111/jocn.16278
0962-1067,35253297,10.1111/jocn.16282
0962-1067,35253296,10.1111/jocn.16277
0962-1067,35253295,10.1111/jocn.16276
0962-1067,35253291,10.1111/jocn.16275
0962-1067,35253290,10.1111/jocn.16273
0962-1067,35253288,10.1111/jocn.16254
0962-1067,35233863,10.1111/jocn.16266
0962-1067,35233846,10.1111/jocn.16269
0962-1067,35229381,10.1111/jocn.16241
0962-1067,35225374,10.1111/jocn.16255
0962-1067,35224809,10.1111/jocn.16271
0962-1067,35224808,10.1111/jocn.16267
0962-1067,35224806,10.1111/jocn.16270
0962-1067,35218084,10.1111/jocn.16256
0962-1067,35212078,10.1111/jocn.16224
0962-1067,35212075,10.1111/jocn.16259
0962-1067,35199411,10.1111/jocn.16257
0962-1067,35199398,10.1111/jocn.16228
0962-1067,35194883,10.1111/jocn.16264
0962-1067,35194870,10.1111/jocn.16258
0962-1067,35191111,10.1111/jocn.16260
0962-1067,35187755,10.1111/jocn.16262
0962-1067,35187740,10.1111/jocn.16265
0962-1067,35181955,10.1111/jocn.16250
0962-1067,35178849,10.1111/jocn.16243
0962-1067,35178794,10.1111/jocn.16249
0962-1067,35170142,10.1111/jocn.16251
0962-1067,35170118,10.1111/jocn.16248
0962-1067,35156748,10.1111/jocn.16252
0962-1067,35150026,10.1111/jocn.16253
0962-1067,35146817,10.1111/jocn.16239
0962-1067,35146815,10.1111/jocn.16246
0962-1067,35146814,10.1111/jocn.16244
0962-1067,35132737,10.1111/jocn.16245
0962-1067,35132707,10.1111/jocn.16235
0962-1067,35122351,10.1111/jocn.16231
0962-1067,35118759,10.1111/jocn.16237
0962-1067,35118746,10.1111/jocn.16238
0962-1067,35118740,10.1111/jocn.16225
0962-1067,35118738,10.1111/jocn.16242
0962-1067,35118732,10.1111/jocn.16232
0962-1067,35118718,10.1111/jocn.16199
0962-1067,35102628,10.1111/jocn.16236
0962-1067,35102617,10.1111/jocn.16211
0962-1067,35098610,10.1111/jocn.16240
0962-1067,35098602,10.1111/jocn.16234
0962-1067,35098598,10.1111/jocn.16230
0962-1067,35092116,10.1111/jocn.16204
0962-1067,35083808,10.1111/jocn.16226
0962-1067,35075716,10.1111/jocn.16227
0962-1067,35075705,10.1111/jocn.16223
0962-1067,35068011,10.1111/jocn.16217
0962-1067,35068001,10.1111/jocn.16215
0962-1067,35060252,10.1111/jocn.16212
0962-1067,35043496,10.1111/jocn.16219
0962-1067,35043488,10.1111/jocn.16202
0962-1067,35040523,10.1111/jocn.16220
0962-1067,35037326,10.1111/jocn.16210
0962-1067,35037324,10.1111/jocn.16200
0962-1067,35034404,10.1111/jocn.16213
0962-1067,35034393,10.1111/jocn.16218
0962-1067,35034383,10.1111/jocn.16216
0962-1067,35032085,10.1111/jocn.16178
0962-1067,35032069,10.1111/jocn.16214
0962-1067,35023248,10.1111/jocn.16206
0962-1067,35018678,10.1111/jocn.16207
0962-1067,35018676,10.1111/jocn.16208
0962-1067,35014094,10.1111/jocn.16201
0962-1067,34997656,10.1111/jocn.16193
0962-1067,34997641,10.1111/jocn.16198
0962-1067,34989056,10.1111/jocn.16196
0962-1067,34985170,10.1111/jocn.16183
0962-1067,34985169,10.1111/jocn.16189
0962-1067,34985166,10.1111/jocn.16195
0962-1067,34985161,10.1111/jocn.16205
0962-1067,34985158,10.1111/jocn.16194
0962-1067,34981592,10.1111/jocn.16177
0962-1067,34981582,10.1111/jocn.16191
0962-1067,34970816,10.1111/jocn.16186
0962-1067,34964175,10.1111/jocn.16185
0962-1067,34962327,10.1111/jocn.16174
0962-1067,34957629,10.1111/jocn.16187
0962-1067,34957612,10.1111/jocn.16188
0962-1067,34957611,10.1111/jocn.16184
0962-1067,34936157,10.1111/jocn.16180
0962-1067,34935230,10.1111/jocn.16182
0962-1067,34935221,10.1111/jocn.16181
0962-1067,34931389,10.1111/jocn.16179
0962-1067,34918419,10.1111/jocn.16176
0962-1067,34913534,10.1111/jocn.16170
0962-1067,34908206,10.1111/jocn.16166
0962-1067,34897879,10.1111/jocn.16173
0962-1067,34897871,10.1111/jocn.16168
0962-1067,34897869,10.1111/jocn.16171
0962-1067,34897863,10.1111/jocn.16172
0962-1067,34897853,10.1111/jocn.16169
0962-1067,34894019,10.1111/jocn.16167
0962-1067,34881480,10.1111/jocn.16158
0962-1067,34881476,10.1111/jocn.16157
0962-1067,34878198,10.1111/jocn.16163
0962-1067,34877719,10.1111/jocn.16159
0962-1067,34873769,10.1111/jocn.16151
0962-1067,34873761,10.1111/jocn.16162
0962-1067,34870345,10.1111/jocn.16156
0962-1067,34866266,10.1111/jocn.16161
0962-1067,34866264,10.1111/jocn.16165
0962-1067,34866262,10.1111/jocn.16141
0962-1067,34866261,10.1111/jocn.16160
0962-1067,34859523,10.1111/jocn.16152
0962-1067,34854158,10.1111/jocn.16154
0962-1067,34850483,10.1111/jocn.16148
0962-1067,34850477,10.1111/jocn.16149
0962-1067,34841614,10.1111/jocn.16144
0962-1067,34837292,10.1111/jocn.16155
0962-1067,34816522,10.1111/jocn.16139
0962-1067,34816519,10.1111/jocn.16135
0962-1067,34816510,10.1111/jocn.16140
0962-1067,34811836,10.1111/jocn.16138
0962-1067,34811825,10.1111/jocn.16132
0962-1067,34786789,10.1111/jocn.16127
0962-1067,34780093,10.1111/jocn.16136
0962-1067,34761466,10.1111/jocn.16120
0962-1067,34723411,10.1111/jocn.16100
0962-1067,34723410,10.1111/jocn.16078
0962-1067,34716612,10.1111/jocn.16104
0962-1067,34687111,10.1111/jocn.16108
0962-1067,34687100,10.1111/jocn.16102
0962-1067,34672036,10.1111/jocn.16084
0962-1067,34672033,10.1111/jocn.16086
0962-1067,34661329,10.1111/jocn.16093
0962-1067,34658097,10.1111/jocn.16079
0962-1067,34643008,10.1111/jocn.16069
0962-1067,34585456,10.1111/jocn.16063
0962-1067,34561926,10.1111/jocn.16057
0962-1067,34514659,10.1111/jocn.16037
0962-1067,34453385,10.1111/jocn.16028
0962-1067,34414619,10.1111/jocn.16007
0962-1067,34405476,10.1111/jocn.15991
0962-1067,34390046,10.1111/jocn.15993
0962-1067,34169580,10.1111/jocn.15924
0962-1067,34137100,10.1111/jocn.15905
0962-1067,33942940,10.1111/jocn.15801
0962-1067,33534939,10.1111/jocn.15682
0962-1067,33219569,10.1111/jocn.15566
0962-1067,33215774,10.1111/jocn.15558
0962-1067,32786157,10.1111/jocn.15455
0962-1067,32497369,10.1111/jocn.15363
1545-102X,37497767,10.1111/wvn.12668
1545-102X,37431567,10.1111/wvn.12666
1545-102X,37417386,10.1111/wvn.12667
1545-102X,37368482,10.1111/wvn.12665
1545-102X,37340547,10.1111/wvn.12664
1545-102X,37306292,10.1111/wvn.12648
1545-102X,37280784,10.1111/wvn.12663
1545-102X,37277935,10.1111/wvn.12661
1545-102X,37260082,10.1111/wvn.12662
1545-102X,37194417,10.1111/wvn.12653
1545-102X,37194344,10.1111/wvn.12654
1545-102X,37194163,10.1111/wvn.12652
1545-102X,37183979,10.1111/wvn.12650
1545-102X,37183386,10.1111/wvn.12651
1545-102X,37140131,10.1111/wvn.12647
1545-102X,37128953,10.1111/wvn.12649
1545-102X,37042488,10.1111/wvn.12645
1545-102X,37031350,10.1111/wvn.12646
1545-102X,37026170,10.1111/wvn.12641
1545-102X,37005350,10.1111/wvn.12644
1545-102X,36999687,10.1111/wvn.12643
1545-102X,36991541,10.1111/wvn.12636
1545-102X,36991524,10.1111/wvn.12640
1545-102X,36966455,10.1111/wvn.12642
1545-102X,36942832,10.1111/wvn.12637
1545-102X,36938828,10.1111/wvn.12638
1545-102X,36916411,10.1111/wvn.12639
1545-102X,36906914,10.1111/wvn.12634
1545-102X,36894522,10.1111/wvn.12635
1545-102X,36894521,10.1111/wvn.12631
1545-102X,36880519,10.1111/wvn.12633
1545-102X,36861843,10.1111/wvn.12632
1545-102X,36811445,10.1111/wvn.12630
1545-102X,36779563,10.1111/wvn.12625
1545-102X,36751881,10.1111/wvn.12621
1545-102X,36637053,10.1111/wvn.12629
1545-102X,36617530,10.1111/wvn.12624
1545-102X,36604994,10.1111/wvn.12628
1545-102X,36604948,10.1111/wvn.12622
1545-102X,36594587,10.1111/wvn.12627
1545-102X,36594474,10.1111/wvn.12626
1545-102X,36571237,10.1111/wvn.12623
1545-102X,36541042,10.1111/wvn.12617
1545-102X,36480175,10.1111/wvn.12616
1545-102X,36480153,10.1111/wvn.12608
1545-102X,36464805,10.1111/wvn.12618
1545-102X,36458629,10.1111/wvn.12619
1545-102X,36453565,10.1111/wvn.12613
1545-102X,36380457,10.1111/wvn.12614
1545-102X,36380456,10.1111/wvn.12615
1545-102X,36380454,10.1111/wvn.12611
1545-102X,36366791,10.1111/wvn.12612
1545-102X,36317824,10.1111/wvn.12609
1545-102X,36317808,10.1111/wvn.12610
1545-102X,36209358,10.1111/wvn.12606
1545-102X,36005289,10.1111/wvn.12602
1545-102X,35726187,10.1111/wvn.12594
1545-102X,35638707,10.1111/wvn.12590
0964-3397,37480701,10.1016/j.iccn.2023.103491
0964-3397,37480700,10.1016/j.iccn.2023.103493
0964-3397,37480699,10.1016/j.iccn.2023.103495
0964-3397,37473708,10.1016/j.iccn.2023.103490
0964-3397,37453231,10.1016/j.iccn.2023.103488
0964-3397,37451087,10.1016/j.iccn.2023.103487
0964-3397,37451086,10.1016/j.iccn.2023.103489
0964-3397,37451085,10.1016/j.iccn.2023.103482
0964-3397,37441933,10.1016/j.iccn.2023.103484
0964-3397,37441816,10.1016/j.iccn.2023.103486
0964-3397,37441815,10.1016/j.iccn.2023.103485
0964-3397,37440188,10.1016/j.iccn.2022.103336
0964-3397,37440187,10.1016/j.iccn.2022.103334
0964-3397,37440186,10.1016/j.iccn.2022.103332
0964-3397,37384978,10.1016/j.iccn.2023.103478
0964-3397,37384977,10.1016/j.iccn.2023.103475
0964-3397,37384976,10.1016/j.iccn.2023.103481
0964-3397,37384975,10.1016/j.iccn.2023.103477
0964-3397,37379679,10.1016/j.iccn.2023.103480
0964-3397,37379678,10.1016/j.iccn.2023.103483
0964-3397,37379677,10.1016/j.iccn.2023.103476
0964-3397,37356276,10.1016/j.iccn.2023.103465
0964-3397,37356275,10.1016/j.iccn.2023.103466
0964-3397,37354696,10.1016/j.iccn.2023.103474
0964-3397,37354695,10.1016/j.iccn.2023.103473
0964-3397,37354694,10.1016/j.iccn.2023.103464
0964-3397,37253283,10.1016/j.iccn.2023.103454
